"discrimination","difficulty","guessing","upper_asymptote","definition"
1.82566719413519,0.24143943366113,0,1,"beh beh (geluid)"
2.14355786148051,-0.321738320258859,0,1,"boe/moeh (geluid)"
1.34049568079579,0.402501890449932,0,1,"grrr (geluid)"
2.13920832124398,0.857362467799801,0,1,"kukelekuu (geluid)"
2.22710218093236,0.385721804881865,0,1,"kwak kwak (geluid)"
2.58294870144416,0.0985244997994922,0,1,"miauw/mauw (geluid)"
1.11020223401699,0.421317601820014,0,1,"mjam mjam (geluid)"
1.51758364287182,-0.576238257020173,0,1,"oh ooh (geluid)"
2.33111590734661,0.657422169877059,0,1,"piep piep (geluid)"
1.54997396182169,0.601358868817251,0,1,"ssss (geluid)"
1.54275910704503,1.25030278290966,0,1,"tik tak (geluid)"
1.83114750697951,1.16921660506784,0,1,"tjoeke tjoek (geluid)"
1.30621127347595,0.0851341790063605,0,1,"vroem/broem (geluid)"
2.19179747617222,-0.169263176172132,0,1,"waf waf (geluid)"
1.96044197384089,0.149998657809086,0,1,"boem (geluid)"
2.30611946135565,0.542516877384207,0,1,"tok tok (geluid)"
2.80065074411359,0.290498256652553,0,1,"aap"
3.52912170419574,0.47625903729651,0,1,"beer"
2.67215563526908,0.998013622994268,0,1,"bij (dier)"
2.38797577403954,1.44331576341116,0,1,"dier/beest"
3.46235270175401,0.619011074656294,0,1,"eend"
2.6665531979884,1.57132410403441,0,1,"egel"
2.56731255096108,1.61983135124609,0,1,"ezel"
2.89334048698765,1.28571798212991,0,1,"geit"
3.41409900346564,1.0032637204327,0,1,"giraf"
2.5268631122546,1.303845148072,0,1,"haan"
2.38942534739488,1.51918832656083,0,1,"hert/Bambi"
2.62712070179219,0.474171972032349,0,1,"hond"
2.41416038401206,0.216574826753219,0,1,"kat/poes"
3.1815568247316,0.627097408606353,0,1,"kikker"
2.81170089078367,0.672867933120564,0,1,"kip (dier)"
2.68467467609921,0.361296934394268,0,1,"koe"
3.54364751764223,0.641950704555377,0,1,"konijn"
3.08180549958585,1.05454184581786,0,1,"krokodil"
3.13703613326249,0.963169516203039,0,1,"leeuw"
2.45946793865851,1.52163416655064,0,1,"vlieg"
4.63934682089016,0.764325295374927,0,1,"muis"
3.54797742123178,0.834099298566163,0,1,"olifant"
3.154605507601,0.489902296523342,0,1,"paard"
2.17310397248595,1.42152483333931,0,1,"papegaai"
2.58857176732329,1.22694324439974,0,1,"pinguïn/Pingu"
3.66750538524002,0.703665120495773,0,1,"schaap"
4.08906849873977,1.27176575666206,0,1,"schildpad"
3.94577663195139,1.22842655167882,0,1,"slang"
3.19929923808405,1.15042456268866,0,1,"tijger"
2.35031192831676,0.991296074014707,0,1,"uil"
3.19029899509905,0.987125994116252,0,1,"varken"
3.00933470064336,0.60550696574831,0,1,"vis (dier)"
3.99193344240911,1.13495748312331,0,1,"vlinder"
3.25332690224312,0.537523190684582,0,1,"vogel"
3.02742155480873,1.4005218707643,0,1,"zebra"
2.23346395836953,1.83215332179863,0,1,"kuiken"
3.04477071633733,-0.00099948935605136,0,1,"auto"
2.04739894751293,1.6921060683401,0,1,"brandweerwagen/brandweerauto"
2.49877229597092,1.3031909065059,0,1,"brommer/bromfiets/motor/motorfiets"
2.67620560892291,1.573826080534,0,1,"buggy"
3.55747250290509,1.33002795606461,0,1,"kinderwagen"
3.33108082935641,0.656909695369649,0,1,"bus"
3.86469946279102,0.46946101986366,0,1,"fiets"
2.9645164710688,1.20211505321186,0,1,"helicopter"
2.57937478167656,0.918433648188307,0,1,"tractor"
3.35371511964573,0.822468510470357,0,1,"trein"
3.26006285253411,0.979473566923459,0,1,"vliegtuig"
2.82627852160888,1.20073487109894,0,1,"vrachtwagen/vrachtauto"
2.16506139676626,1.67918566484566,0,1,"ziekenauto/ziekenwagen/ambulance"
1.56392468957893,1.53094528126821,0,1,"teddybeer"
2.86489382290423,-0.383919651181151,0,1,"bal"
2.58632637035149,0.754707719276259,0,1,"ballon"
3.5699023392476,1.06258406664706,0,1,"blokken"
3.14115583337239,0.287554339493894,0,1,"boek"
3.02673973290757,1.57006734701283,0,1,"kleurpotloden"
3.31045014454258,2.21191726963927,0,1,"lijm"
3.35231712165144,1.41121779631951,0,1,"pen"
2.36018006767653,0.658038921786744,0,1,"pop"
2.82799951542019,1.50478402274411,0,1,"bubbels/bellen/bellenblaas"
3.38464141576838,1.64208243372919,0,1,"spel/spelletje"
2.20166221221977,0.449811214894206,0,1,"naam van knuffel/doekje"
2.02889002549565,1.94141244449526,0,1,"hobbelpaard/schommelpaard"
2.6846466717085,1.33643791669638,0,1,"aardappelen"
3.69979537593306,0.157743940477519,0,1,"appel"
3.21715630430798,0.170850169714789,0,1,"banaan"
2.89986038790122,1.18844068521906,0,1,"beschuit(je)/cracker(tje)"
4.06373961170628,1.29832275248228,0,1,"boter"
3.56740359089998,0.701471684381954,0,1,"boterham/broodje"
3.83724502667724,0.702119151585096,0,1,"brood"
2.4041441331319,1.73087470857467,0,1,"cake"
2.15870154212366,1.50245466279793,0,1,"chips"
2.96355722608241,1.44975340673321,0,1,"chocolade"
1.93770030670426,1.78320256182656,0,1,"limonade/ranja/siroop"
3.13672207803172,0.505679245138153,0,1,"het drinken"
4.23894038064259,0.9824253344698,0,1,"druif"
3.49477736800128,0.413265341035618,0,1,"ei"
2.57176825822626,1.90573826806708,0,1,"erwtjes"
2.79364920428723,0.246816443423055,0,1,"het eten"
2.98341233930002,1.25520806095611,0,1,"friet/patat"
1.7531961885198,0.981503698083942,0,1,"ijs/ijsje"
3.26938683612882,0.471682137565943,0,1,"kaas"
2.52394890139084,1.13644120003673,0,1,"kip (eten)"
3.2700001505183,0.467357247466081,0,1,"koekje"
3.17162747992818,0.961884041186856,0,1,"koffie"
3.24670013226747,0.903073580141388,0,1,"thee"
3.49729189599899,0.710350148836958,0,1,"melk"
3.00735020856035,1.26846001593977,0,1,"pannenkoek"
3.53182242897804,0.785686773748575,0,1,"peer"
3.17465015164294,1.62489410856355,0,1,"rijst"
3.13114213191498,1.18921940500561,0,1,"rozijn"
3.05906266150177,1.20063975883799,0,1,"broodje/pistoletje"
2.93274504171194,1.78180491993436,0,1,"spaghetti"
3.47007436604328,0.972907709944503,0,1,"taart"
2.59967809443053,1.14214322626105,0,1,"vis (eten)"
3.02453947593681,1.29082264578642,0,1,"vlees"
3.30750329219466,0.75373518306665,0,1,"water (drinken)"
5.04517976959438,1.1551460964817,0,1,"wortel"
3.13500612711714,0.994395034854159,0,1,"yoghurt"
3.53882455744021,1.08768775392855,0,1,"pasta"
3.07184234310086,1.57415094495473,0,1,"halsketting/ketting"
2.74879105390832,1.36798389130473,0,1,"hoed"
4.05916893943667,0.5700956336528,0,1,"jas"
2.71355964878922,1.63408613583528,0,1,"knoop"
3.52133629169099,0.601688734571554,0,1,"sok/kous"
4.67440404463849,0.937098581005451,0,1,"laarzen"
4.08618340596277,0.927822059081726,0,1,"langebroek/broek"
3.87990612833757,0.813858097049512,0,1,"luier/pamper"
3.85114322109102,1.07213135087964,0,1,"muts"
2.95563693911987,1.62369754975776,0,1,"onderbroek"
4.28912687962352,1.29185224317959,0,1,"pyjama/nachtjapon"
